count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
33,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110787/49241?src=19,Principal Business Consultant,,,,,
34,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/sis/40855?src=19,UAT Test Analyst,SIS-Systems Integration Solutions,,,,
35,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-08263?src=19,Remote IRT/RTSM Support Specialist,Ascent,Audubon,,,
36,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110787/49243?src=19,Business Consultant,,,,,
37,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/intelsft/722855?src=19,SAP Change Management/MN,Intellisoft Technologies,Minneapolis,,,
38,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116144/Davis_227400-918?src=19,Signal Integrity Senior Engineer,The Davis Companies,Cleveland,,,
39,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110787/53688?src=19,Account Director - GB&FM,British Telecommunications Public Limited Company,New York,,,
40,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115646/1037173?src=19,Senior Database Administrator,Centene Corporation,Chesterfield,,,
41,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/JD1-1292710107?src=19,Lead Product Manager - Product Management,,,,,
42,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-08390?src=19,IT Technical Analyst / IT Support,Ascent,Vernon Hills,,,
43,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CXOXBMA/734846?src=19,Ellucian Banner Developer,Oxford International,Hamden,,,
44,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115646/1034319?src=19,Support Solutions Manager,Centene Corporation,Bedford,,,
45,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/PUTMA001/121633-1AC2272480641?src=19,Developer Team Lead,Putnam Investments,Boston,,,
46,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL152550/1005312269691?src=19,IT Franchise Liasion,Ledgent Tech,Anaheim,,,
47,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004276391352?src=19,Senior Engineer,Aetna,Phoenix,,,
48,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10118964/23081-542?src=19,Capture Manager Director,Alion Science and Technology,McLean,,,
49,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/95089?src=19,Operations Analyst,Ciber,Minneapolis,,,
50,99,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Education&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10411514/732049?src=19,Web Designer,Kavaliro,Orlando,,,
count,firstDocument,lastDocument,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,
1,4,1,4,http://www.dice.com/job/result/10110787/51633?src=19,Senior Business Consultant,,,,,,
2,4,1,4,http://www.dice.com/job/result/90803211/529769?src=19,Sr. Java Developer- Looking For Something Different? You'll Like This Security Role,Dynamo,,,,,
3,4,1,4,http://www.dice.com/job/result/90803211/164804?src=19,Sr. Full-Stack Lead Java Developer / Software Engineer (Des Moines,,,,,,
4,4,1,4,http://www.dice.com/job/result/10110787/49237?src=19,Business Consultant,,,,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10340106/2013-1076?src=19,Technical Operations Specialist: Brokerage Systems (IL),IBG,,,,
2,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10410997/SM0236?src=19,Revenue Manager,Ommeher Inc.,San Francisco,,,
3,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/REIVA001/688467?src=19,Business Analyst ( Grants Management),REI Systems,Sterling,,,
4,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/80117484/4732127?src=19,Mechanical Engineer,Accriva Diagnostic,San Diego,,,
5,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/94623?src=19,Datawarehousing Project Manager,Ciber,Quincy,,,
6,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110992/540045?src=19,Firmware Development Manager-0947,Xpeerant Inc.,Colorado Springs,,,
7,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10198232/D-102?src=19,Jr Java Developers,Xceltech Corporation,Vienna,,,
8,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infotny/15-09974JL?src=19,C++ Developer,DIVERSANT,,,,
9,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CVTY/27745004286371345?src=19,Medical Claim Analytics- Project Lead,Aetna,New Albany,,,
10,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10167781/741466?src=19,Marketing Specialist,XPAND Corporation,Herndon,,,
11,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/aces/00019640753?src=19,Informatica,Cognizant Technology Solutions,Irvine,,,
12,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/htrga/41820?src=19,Sr Report Developer REMOTE!!!!,Hunter Technical Resources,,,,
13,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10118198D/648491?src=19,UAT Tester with Pharma Domain,8K Miles Software Services,,,,
14,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/95080?src=19,Business Systems Consultant,Ciber,Indianapolis,,,
15,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/EXECUSCH/J134688?src=19,Senior Release Engineer,Execu/Search Group,Cambridge,,,
16,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/fergsn/26552BR?src=19,IT Business Analyst - Order Management,Ferguson,Newport News,,,
17,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/booz/J3F2G879K5Q8XKB6J3Y?src=19,Information Management Consultant,,,,,
18,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116504/1314?src=19,Product Data Analyst,MAPFRE U.S.A. Corp.,Webster,,,
19,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110049/Req-1951?src=19,Systems Architect with Tririga,Pegasus Knowledge Solutions,Schaumburg,,,
20,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110693/732679?src=19,Salesforce Developer with Java Experience - San Francisco,,,,,
21,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10193123/436157?src=19,Accountant,Caliper Inc,New Gloucester,,,
22,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10271304/717561?src=19,.Net with Sitcore Experience for Fulltime at IL,Net2Source Inc.,chicago,,,
23,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10216105/154729?src=19,Big Data Analytics Engineer,DRISHTICON,San Francisco,,,
24,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infotny/16-12809CA?src=19,Associate Portfolio Manager,DIVERSANT,,,,
25,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX18b1ca/1922_264644?src=19,EMEA Head of Enterprise Inside Sales,Dropbox,Dublin,10/7/16,,
26,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10494547/589233?src=19,eCommerce Program Manager,BayOne Solutions,San Jose,,,
27,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16019583?src=19,Director,,,,,
28,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124418/671438?src=19,Front End Web Developer(JavaScript),Systems Technology Group Inc. (STG),Detroit,,,
29,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL234491/16-0791?src=19,Specialist - Construction 16-0791,Con Edison,Bronx,,,
30,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/aces/00019267031?src=19,React JS Developer,Cognizant Technology Solutions,Chicago,,,
31,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10330808/A04C06J576?src=19,Executive Administrative Assistant,VDart,,,,
32,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10397640/902404?src=19,Java Developer (0-3 Yrs Exp),SynergisticIT,Seattle,,,
33,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10380692/BHJOB10147_3233?src=19,BI /  Business Intelligence Data Analyst,eHire,Atlanta,,,
34,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/informca/INFOA00572143?src=19,Sr. Professional Services Consultant - Informatica MDM - West,Informatica,Boston,,,
35,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10118419/691285?src=19,Network Monitoring Engineer,Shoretel,,,,
36,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/accperny/7079892?src=19,Risk and Compliance Level 3 Support Specialist,Access Staffing,New York,,,
37,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/CMM-1279144116?src=19,CCIE Network Architect,CyberCoders,Dallas,,,
38,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxjudgpa/508043?src=19,ServiceNow Administrator,The Judge Group,Houston,,,
39,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CLEARP/4736238?src=19,Embedded Software Support,Clearpoint Technology,,,,
40,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10505979/741553?src=19,Project Manager I,Nespon,Atlanta,,,
41,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1b9c81/4703779?src=19,Telecommunications Product Development Director,TELEGO Inc.,Brooklyn,,,
42,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-04717?src=19,Principal Software Engineer,Ascent,Englewood,,,
43,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/50050274/2016-18359?src=19,Java JEE Developer  Integration Services,Maximus Inc,Falls Church,,,
44,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KB2-130960463?src=19,Director of Product Management - iPaaS,CyberCoders,San Mateo,,,
45,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/silent/TRVJP2653?src=19,Help Desk (NO H1-B),ADPI,,,,
46,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10497505/7381610183?src=19,SharePoint in Financial Domain,Alans Group,New York,,,
47,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX15e409/1793?src=19,SharePoint Development Lead,By Light Professional IT Services,Fort Meade,,,
48,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10496857/SD-Linuxadmin?src=19,Linux Administrator,Vanyil LLC,Bellevue,,,
49,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazonAWS/444378?src=19,Senior Applied Scientist,Amazon,Seattle,,,
50,1036,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Domain+Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10121957/2775?src=19,JOB TITLE: Software Engineer I  Network Assurance,LGS Innovations LLC,Florham Park,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,2606,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Communication+Skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/389066?src=19,Sr Software Development Engineer,Amazon,Austin,,,
2,2606,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Communication+Skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/382824?src=19,Android Software Engineer - Amazon Music,Amazon,San Francisco,,,
3,2606,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Communication+Skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tacman/Advantage_2560-473?src=19,Splunk Admin,Advantage,Charlotte,,,
4,2606,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Communication+Skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24203712000007842?src=19,Cyber Security - Cyber Threat Senior Consultant,Deloitte,McLean,,,
5,2606,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Communication+Skills&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/sis/40892?src=19,Business Analyst,SIS-Systems Integration Solutions,,,,
